smiles,lgHL
CC(Cc1ccccc1)N,0.863
OCC=CC=CC=CC(CC(C(C=CC1CC=CC(=O)O1)(O)C)OP(=O)(O)O)O,0.176
OC(=O)C(c1ccc(cc1)C(=O)c1cccs1)C,0.322
CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,2.0
O=C1CCC2(C(=C1)CCC1C2CCC2(C1CCC2C(=O)C)C)C,1.65
Clc1ccc(c(c1)Cl)c1ccccc1Cl,2.18
Clc1ccc(c(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,3.53
OC(=O)Cc1cccc(c1N)C(=O)c1ccc(cc1)Br,0.415
Cc1onc(c1c1ccc(cc1)S(=O)(=O)N)c1ccccc1,0.978
ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,4.28
NC(=NCC1COC2(O1)CCCCC2)N,1.0
OCC(C(c1ccc(cc1)N(=O)=O)O)NC(=O)C(Cl)Cl,0.663
O1CCOCC1,-2.41e-16
OCC(NC(=O)c1c(I)c(C(=O)NC(CO)CO)c(c(c1I)NC(=O)C(O)C)I)CO,0.322
NCC1CN(CC1=NOC)c1nc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,0.845
CNCCCC12CCC(c3c1cccc3)c1c2cccc1,1.71
COCCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OC(C)C)C,0.114
Clc1cccc(c1c1c(Cl)cccc1Cl)Cl,2.01
O=C(C(c1ccccc1)O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnc(s1)C,0.0
CCOC(=O)C(NC(C(=O)N1C2CCCCC2CC1C(=O)O)C)CCc1ccccc1,0.778
CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.342
Cc1ccc(cc1)N(c1cccc(c1)O)CC1=NCCN1,-0.499
O=N(=O)c1ccccc1,1.78
Clc1cc2c(cc1Cl)oc1c2c(Cl)c(c(c1Cl)Cl)Cl,4.79
Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,1.48
OC(COc1nsnc1N1CCOCC1)CNC(C)(C)C,0.342
COc1cc(NCc2ccc3c(c2C)c(N)nc(n3)N)cc(c1OC)OC,1.23
Clc1cc(Cl)c(cc1c1ccc(c(c1)Cl)Cl)Cl,4.66
CCC#CC(C1(CC=C)C(=O)NC(=O)N(C1=O)C)C,0.204
Clc1ccc(c(c1)Cl)c1cc(Cl)c(cc1Cl)Cl,4.48
Cc1ccnc2c1[nH]c(=O)c1c(n2C2CC2)nccc1,1.72
O=C(Cc1c(Cl)cccc1Cl)N=C(N)N,1.18
Clc1cc(Cl)c(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,3.48
Brc1ccc(c(c1)Br)Oc1ccc(cc1Br)Br,4.14
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,0.301
CC1NCCOC1c1ccccc1,1.37
Clc1ccc(cc1)C(=O)NCCc1ccc(cc1)OC(C(=O)O)(C)C,0.301
OCCn1c(C)ncc1N(=O)=O,0.851
Clc1ccc(c(c1Cl)Cl)c1cccc(c1Cl)Cl,3.25
Clc1ccc(cc1)c1cc(Cl)cc(c1)Cl,1.78
Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1)Cl)Cl,4.17
c1ccccc1,1.38
O=C1C=CC2(C(=C1)C(=C)CC1C2CCC2(C1CCC2=O)C)C,1.38
Clc1cc(Cl)c(cc1c1cccc(c1Cl)Cl)Cl,3.78
Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,0.845
CCOC(=O)C=C(C=CC=C(C=Cc1c(C)cc(c(c1C)C)OC)C)C,3.46
COc1ccc2c3c1OC1C43CCN(C(C2)C4(O)CCC1=O)C,0.74
CCC(n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OCC1COC(C1)(Cn1cncn1)c1ccc(cc1F)F)C(O)C,1.54
Clc1cc(Cl)c(c(c1)c1c(Cl)ccc(c1Cl)Cl)Cl,3.31
FCSC(=O)C1(OC(=O)CC)C(C)CC2C1(C)CC(O)C1(C2CC(C2=CC(=O)C=CC12C)F)F,0.778
Cc1ccc(c(c1)OCCCC(C(=O)O)(C)C)C,0.176
Clc1cccc(c1)c1ccccc1,0.619
OC(COc1ccccc1C)CNCCOc1ccc(cc1)C(=O)N,0.398
COCCc1ccc(cc1)OCC(CNC(C)C)O,0.556
COCC(=O)Nc1c(I)c(C(=O)NCC(CO)O)c(c(c1I)C(=O)N(CC(CO)O)C)I,0.415
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1ccc(cc1)Cl,1.54
CN(C(Cc1ccccc1)C)Cc1ccccc1,1.37
OS(=O)CNc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NCS(=O)O,0.74
CN1CCN2C(C1)c1ccccc1Cc1c2cccc1,1.13
Clc1cc(c(c(c1Cl)Cl)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.67
COc1cc2ncnc(c2cc1OCCCN1CCOCC1)Nc1ccc(c(c1)Cl)F,1.43
NCCCCNCCCNC1CCC2(C(C1)CC(C1C2CCC2(C1CCC2C(CCC(C(C)C)OS(=O)(=O)O)C)C)O)C,0.978
CCCC(COC(=O)N)(COC(=O)NC(C)C)C,0.903
CCN(C(=O)C1CN(C)C2C(=C1)c1cccc3c1c(C2)c[nH]3)CC,0.477
OCC(C(C(C(CO)O)O)O)O,0.222
OC(c1cc(O)cc(c1)O)CNC(C)C,0.778
Clc1ccc(c(c1)Cl)c1cc(Cl)cc(c1)Cl,3.18
CCN(C(=O)N1CCN(CC1)C)CC,0.903
CC(C(=O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C)Oc1ccccc1,-0.041
CCCCCNC(=N)NN=Cc1c[nH]c2c1cc(OC)cc2,1.04
Nc1nc(cs1)C(=NOCC(=O)O)C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C=C,0.505
O=C1CCc2c(N1)ccc(c2)OCCCCc1nnnn1C1CCCCC1,1.08
O=C1NC(=O)C(S1)Cc1ccc(cc1)OCCN(c1ccccn1)C,0.591
CCC(=O)C,0.0792
Clc1cccc(c1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,3.78
Clc1cc2c(cc1Cl)oc1c2c(Cl)c(c(c1)Cl)Cl,4.03
O=C(NC1C(=O)N2C1SC(C2C(=O)O)(C)C)COc1ccccc1,-0.0757
CCCCCOC(=O)Nc1nc(=O)n(cc1F)C1OC(C(C1O)O)C,-0.125
CCN(CC(=O)Nc1c(C)cccc1C)CC,0.204
Cc1ccc(c(c1)C(c1ccccc1)CCN(C(C)C)C(C)C)O,0.38
CC1SCC2(O1)CN1CCC2CC1,0.699
Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)c(Cl)c(c(c1)Cl)Cl,5.39
