smiles,lgHL
Brc1ccc(c(c1)Br)Oc1cc(Br)c(cc1Br)Br,4.1
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,1.0
FCSC(=O)C1(OC(=O)CC)C(C)CC2C1(C)CC(O)C1(C2CC(C2=CC(=O)C=CC12C)F)F,0.778
COc1cccc(c1)C1(O)CCCCC1CN(C)C,0.763
Clc1cc(Cl)c(c(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,5.08
COc1cc(OC)cc(c1C(=O)CCCN1CCCC1)OC,0.519
CCC(=O)C(c1ccccc1)(c1ccccc1)CC(N(C)C)C,1.49
COCc1c(c2ccc(cc2)F)c(C=CC(CC(CC(=O)O)O)O)c(nc1C(C)C)C(C)C,0.255
Oc1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc(c1)O,0.204
CCC1(O)CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O,0.826
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1c(S2)cccc1,0.301
Clc1ccc(cc1)c1ccc(cc1)Cl,1.38
OC(COc1ccc(cc1)O)CNCCNC(=O)N1CCOCC1,0.886
Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,0.863
CN1CCN(CC1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C,0.944
CCOC(=O)N1CCC(=C2c3ccc(cc3CCc3c2nccc3)Cl)CC1,0.924
O=C(C(c1ccc(cc1)O)N)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1c[nH]nn1,0.0792
OC(=O)Cn1c2cc(n3cncc3)c(cc2[nH]c(=O)c1=O)N(=O)=O,-0.108
NC1C2C1CN(C2)c1nc2c(cc1F)c(=O)c(cn2c1ccc(cc1F)F)C(=O)O,1.04
COc1ccc(cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)Cl,0.342
Clc1ccc(c(c1)c1cccc(c1)Cl)Cl,2.14
C#CC1(CCC2C1(C)CCC1C2CCc2c1ccc(c2)O)OS(=O)(=O)O,0.968
Clc1ccc(cc1)c1cc(Cl)ccc1Cl,2.06
CCS(=O)(=O)CCn1c(C)ncc1N(=O)=O,1.11
N#Cc1cc(c2ccncc2)c([nH]c1=O)C,-0.0969
CC(C(=O)Nc1c(C)cccc1C)N,1.08
COc1ccc(cc1)C(=O)N1CCCC1=O,0.243
CC(CCCC(C1CCC2C1(C)CCCC2=CC=C1CC(O)CCC1=C)C)C,2.83
Clc1ccc(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,3.78
Clc1ccc2c(c1)C(=NCc1n2c(C)nc1)c1ccccc1F,0.491
Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,0.0
C=C1CCC2(C34C1Oc1c4c(CC2N(CC3)CC2CC2)ccc1O)O,0.944
CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,1.0
CNNCc1ccc(cc1)C(=O)NC(C)C,-0.778
NCC(CC(=O)O)CC(C)C,0.778
O=C1C=CC2(C(=C1)CCC1C2CCC2(C1CCC2O)C)C,2.53
FC(C1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2)(F)F,1.68
OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,2.68
Clc1ccc(cc1)c1ccc(c(c1Cl)Cl)Cl,3.31
Clc1cc(Cl)c(c(c1)Cl)c1cc(Cl)c(c(c1)Cl)Cl,4.94
CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl,1.66
COC(=O)C(c1ccccc1Cl)N1CCc2c(C1)ccs2,0.903
SCC(C(=O)N1CCCC1C(=O)O)C,0.301
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,3.58
Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2=O)C,1.28
Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.69
NC1CC1c1ccccc1,0.792
CCn1cc(C(=O)O)c(=O)c2c1nc(N1CCNCC1)c(c2)F,0.708
Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)c(Cl)c(c(c1Cl)Cl)Cl,4.6
Brc1cc(Br)c(cc1c1cc(Br)c(cc1Br)Br)Br,4.76
Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)cc(c(c1Cl)Cl)Cl,4.78
C=CC1CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O,0.82
CC(=O)NCC1OC(=O)N(C1)c1ccc(c(c1)F)N1CCOCC1,0.653
Clc1cc(Cl)c(c(c1)c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,4.64
COC(=O)C1CC2=CC(=O)CCC2(C23C1C1CCC4(C1(C)CC3O2)CCC(=O)O4)C,0.699
ClC(Cl)Cl,0.176
O=C1NCC(O1)COc1cc(C)cc(c1)C,0.964
NC(=O)c1ncn2c1nnn(c2=O)C,0.176
OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2c1cccc2,0.778
O=C(NS(=O)(=O)c1ccc(cc1)C)NN1CC2C(C1)CCC2,1.04
O=C1C=CC2(C(N1)CCC1C2CCC2(C1CCC2C(=O)Nc1cc(ccc1C(F)(F)F)C(F)(F)F)C)C,2.92
Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,1.34
CCCC(=O)OCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC)C,-0.523
OCC(C(C(C(CO)O)O)O)O,0.222
OC(COc1cccc2c1cc[nH]2)CNC(C)C,0.342
N#CCSCC(=O)NC1(OC)C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C,0.176
CCCC1OC2C(O1)(C(=O)CO)C1(C(C2)C2CCC3=CC(=O)C=CC3(C2C(C1)O)C)C,0.447
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,0.973
CC(C1CCC(CC1)C(=O)NC(C(=O)O)Cc1ccccc1)C,0.176
CNC(Cc1ccccc1)C,1.08
CC(NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(c1)C)C,0.708
Clc1ccc(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,4.88
Clc1cc(ccc1Cl)c1c(Cl)cccc1Cl,2.94
O=C1C(NC(=O)c2c(C)onc2c2c(F)cccc2Cl)C2N1C(C(=O)O)C(S2)(C)C,0.146
O=C1CN=C(c2c(N1)ccc(c2)Br)c1ccccn1,1.32
ClCCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,2.08
Clc1cccc(c1c1ccc(cc1)Cl)Cl,2.7
COc1ccc(cc1)C(C1(O)CCCCC1)CN(C)C,0.699
OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)C=CC12C,0.531
CCC1=C(C)CN(C1=O)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCC(CC1)C,0.998
CSc1ccc(cc1)C(=O)c1[nH]c(=O)[nH]c1C,0.0
OCCOCCN1CCN(CC1)C(c1ccc(cc1)Cl)c1ccccc1,1.35
NC1CCN(C1)c1c(F)cc2c(c1Cl)n(cc(c2=O)C(=O)O)C1CC1,0.732
Clc1cc(Cl)c(c(c1)c1cccc(c1Cl)Cl)Cl,3.78
CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,0.954
N#Cc1ccc(cc1C(F)(F)F)NC(=O)C(CS(=O)(=O)c1ccc(cc1)F)(O)C,2.15
O=C1CCC2(C(=C1)CCC1C2CCC2(C1CCC2C(=O)C)C)C,1.65
Clc1ccc(c(c1)c1c(Cl)cc(cc1Cl)Cl)Cl,3.48
O=C1NC(c2c1cccc2)(O)c1ccc(c(c1)S(=O)(=O)N)Cl,1.56
FC(C(C(C(C(S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F,4.62
OC(=O)CC(CC(C=Cc1c(c2ccc(cc2)F)c2c(n1C(C)C)cccc2)O)O,-0.155
OC(COc1ccccc1C)CNCCOc1ccc(cc1)C(=O)N,0.398
Nc1nnc(c(n1)N)c1cccc(c1Cl)Cl,1.4
CN1CCN2C(C1)c1ccccc1Cc1c2nccc1,1.18
CN1CC(CC2C1Cc1c[nH]c3c1c2ccc3)C(=O)NC1(C)OC2(N(C1=O)C(Cc1ccccc1)C(=O)N1C2CCC1)O,0.954
Clc1ccc(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,3.48
CN1CCN(CC1)C1=c2ccccc2=Nc2c(N1)cc(Cl)cc2,1.0
ClC=CCl,-0.523
OC(COc1cccc2c1cccc2)CNC(C)C,0.531
Clc1c(Cl)c(Cl)c2c(c1Cl)oc1c2c(Cl)c(c(c1Cl)Cl)Cl,4.18
