smiles,lgHL
O=C1OCC(=C1)C1CCC2(C1(C)C(O)CC1C2CCC2C1(C)CCC(C2)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)O)O,1.58
Clc1c(Cl)cc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl,3.48
CCC1(CCCCN(C1)C)c1cccc(c1)O,0.23
COCCOc1cc2c(ncnc2cc1OCCOC)Nc1cccc(c1)C#C,1.56
Clc1cc(Cl)c(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,4.88
CCC1(C)OC(=O)N(C1=O)C,1.26
Clc1cc(Cl)cc(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.22
OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,1.65
COc1ccc(cc1)C1Sc2ccccc2N(C(=O)C1OC(=O)C)CCN(C)C,0.748
N#Cc1ccc(cc1)C(n1cncn1)c1ccc(cc1)C#N,1.65
CC(Cc1ccccc1)N,0.863
CCN(c1cccc(c1)c1ccnc2n1ncc2C#N)C(=O)C,0.0414
OCC1OC(CC1O)n1cnc2c1NC=NCC2O,0.756
Clc1ccc(c(c1)c1cccc(c1Cl)Cl)Cl,2.98
CC(c1cccc2c1cccc2)NCCCc1cccc(c1)C(F)(F)F,1.54
Clc1ccc(c(c1)c1c(Cl)ccc(c1Cl)Cl)Cl,3.01
CN1CCCCC1C(=O)Nc1c(C)cccc1C,0.301
Clc1ccc(c(c1Cl)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.14
OC(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C,0.484
CCCC(C(=O)O)CCC,1.08
N#Cc1ccc(cc1C(F)(F)F)NC(=O)C(CS(=O)(=O)c1ccc(cc1)F)(O)C,2.15
COC(=O)C1CC2=CC(=O)CCC2(C23C1C1CCC4(C1(C)CC3O2)CCC(=O)O4)C,0.699
Clc1cc(Cl)c(c(c1c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl)Cl,4.78
CNC1CC2OC(C1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3C(NC1=O)O,2.9
Clc1cc(Cl)c(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,5.37
OC(=O)C(NC(C(=O)N1CCCC1C(=O)O)C)CCc1ccccc1,1.59
OCC(Cn1ccc(nc1=O)N)OCP(=O)(O)O,0.415
Clc1ccc2c(c1)N(C(=O)CC(=O)N2C)c1ccccc1,1.26
CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,0.954
NC12CC3CC(C2)CC(C1)C3,1.2
COC(=O)CCc1ccc(cc1)OCC(CNC(C)C)O,-0.824
O=C1CCC2(C(=C1)CCC1C2CCC2(C1CCC2C(=O)C)C)C,1.65
Clc1ccc(cc1)c1cc(Cl)cc(c1)Cl,1.78
O=C(NS(=O)(=O)c1ccc(cc1)C)NN1CCCCCC1,0.845
Clc1ccccc1c1cccc(c1Cl)Cl,2.7
Clc1cccc(c1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,3.78
Clc1cc(Cl)c(c(c1)Cl)c1cc(Cl)c(c(c1)Cl)Cl,4.94
NCCCCCN(C(=O)CCC(=O)NCCCCCN(C(=O)CCC(=O)NCCCCCN(C(=O)C)O)O)O,0.778
CNCCCC12CCC(c3c1cccc3)c1c2cccc1,1.71
CC(=O)Nc1c(I)c(NC(=O)C)c(c(c1I)C(=O)O)I,0.255
Clc1ccc(c(c1)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,3.88
Clc1ccc(cc1)c1cc(Cl)c(c(c1)Cl)Cl,3.87
CCC1(CCC(=O)NC1=O)c1ccc(cc1)N,1.1
CON=C(c1csc(n1)N)C(=O)NC1C2SCC=C(N2C1=O)C(=O)O,0.176
OC(=O)C1CCCN(C1)CCC=C(c1sccc1C)c1sccc1C,1.0
Brc1ccc(c(c1)Br)Oc1cc(Br)c(cc1Br)Br,4.1
CCC1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN(C)C)O,0.362
CCC12CC(=C)C3C(C1CCC2(O)C#C)CCC1=CCCCC31,1.44
OS(=O)CNc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NCS(=O)O,0.74
