smiles,lgHL
CC(c1ccc2c(c1)c(=O)c1c(o2)nc(c(c1)C(=O)O)N)C,0.544
C#CC1(O)CCC2C1(C)CCC1C2CCc2c1ccc(c2)OS(=O)(=O)O,0.924
CCCCC1OC2OC3C(O)C(NC)C(C(C3OC2(C(=O)C1)O)NC)O,1.04
CC1OC1P(=O)(O)O,0.279
CC(CC1C(=O)N2CCCC2C2(N1C(=O)C(O2)(NC(=O)C1CN(C)C2C(=C1)c1cccc3c1c(C2)c([nH]3)Br)C(C)C)O)C,0.978
CCN1CCN(C(=O)C1=O)C(=O)NC(c1ccc(cc1)O)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C,0.255
Clc1cccc(c1)c1c(Cl)cccc1Cl,2.25
Clc1cccc(c1c1c(Cl)cccc1Cl)Cl,2.01
OCC=CC=CC=CC(CC(C(C=CC1CC=CC(=O)O1)(O)C)OP(=O)(O)O)O,0.176
ClCCNP1(=O)OCCCN1CCCl,0.82
CNCCC=C1c2ccccc2CCc2c1cccc2,1.48
O=C(c1ccccc1)NC1CCN(CC1)CCc1cc2c([nH]1)cccc2,0.633
CC(N1CCC(CC1)N(c1ccc(cc1)Cl)C(=O)Cc1ccccc1)C,0.813
Clc1cc(Cl)c(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,3.48
Clc1ccc(c(c1c1c(Cl)cccc1Cl)Cl)Cl,2.18
Fc1ccc(c(c1)F)C(C(S(=O)(=O)C)C)(Cn1cncn1)O,1.69
Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,0.0
C#CC1(O)CCC2C1(CC)CC(=C)C1C2CCC2=CC(=O)CCC12,1.4
OC(=O)C1=CC(=NNc2ccc(c(c2)C(=O)O)O)C=CC1=O,-0.0458
CCN1CC(C(C1=O)(c1ccccc1)c1ccccc1)CCN1CCOCC1,0.613
Clc1ccc(cc1)c1c(Cl)ccc(c1Cl)Cl,2.94
CCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,2.16
CSCCC(C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)C(Cc1c[nH]c2c1cccc2)NC(=O)CCNC(=O)OCC(C)C,-0.778
CCCCCCCN(CCCC(c1ccc(cc1)NS(=O)(=O)C)O)CC,0.845
CCOC(=O)C1(CCN(CC1)CCC(c1ccccc1)(c1ccccc1)C#N)c1ccccc1,1.11
Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1)Cl)Cl,4.17
OC(COc1cccc2c1CC(O)C(C2)O)CNC(C)(C)C,0.964
Clc1cc(Cl)c(cc1c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,5.13
Clc1c(Cl)ccc(c1Cl)c1c(Cl)cccc1Cl,3.01
COc1ccccc1N1CCN(CC1)CCCNc1cc(=O)n(c(=O)n1C)C,0.544
CCNC(=O)CCCC=CCC1C(O)CC(C1C=CC(CCc1ccccc1)O)O,-0.125
CCN1CCCC1CNC(=O)c1c(OC)ccc(c1OC)Br,0.74
Fc1ccc(c(c1)F)c1ccc(c(c1)C(=O)O)O,1.0
COc1c2oc(=O)ccc2cc2c1occ2,0.301
OC(=O)Cc1cccc(c1N)C(=O)c1ccc(cc1)Br,0.415
CCNc1nc(NC(C)C)nc(n1)Cl,1.48
CC(C(=O)N1CC2=CC=CC=C2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,0.362
CC(N(C(C)C)CCC(c1ccccn1)(c1ccccc1)C(=O)N)C,0.845
O=C1CCC2(C34C1Oc1c4c(CC2N(CC3)C)ccc1O)O,0.114
OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)C=CC12C,0.531
O=C(NC1C(=O)N2C1SC(C2C(=O)O)(C)C)COc1ccccc1,-0.0757
COCc1c(c2ccc(cc2)F)c(C=CC(CC(CC(=O)O)O)O)c(nc1C(C)C)C(C)C,0.255
N#Cc1cc(c2ccncc2)c([nH]c1=O)C,-0.0969
CC(OC(=O)CCCC=CCC1C(O)CC(C1C=CC(COc1cccc(c1)C(F)(F)F)O)O)C,-0.125
CCN(CCNC(=O)c1cc(Cl)c(cc1OC)N)CC,0.857
Clc1ccc2c(c1)C(=NCc1n2c(C)nn1)c1ccccc1Cl,0.431
Nc1nc(=O)n(cc1F)C1CSC(O1)CO,1.0
Oc1ccc(cc1)CC(C(=O)O)(N)C,0.55
Clc1ccccc1c1ccccc1Cl,1.48
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-0.602
O=C1CCc2c(N1)ccc(c2)OCCCCc1nnnn1C1CCCCC1,1.08
Clc1ccc(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,3.78
Clc1ccc(cc1)c1cc(Cl)cc(c1Cl)Cl,3.23
CC(=O)CNc1c(I)c(NC(=O)C)c(c(c1I)C(=O)O)I,0.114
Nc1ccc(cc1)S(=O)(=O)Nc1onc(c1C)C,0.869
O=C1NC(=O)C(C(=O)N1C)(C)C1=CCCCC1,0.69
COC(=O)Nc1nc2c([nH]1)cc(cc2)C(=O)c1ccccc1,0.0414
NC(c1ccccc1)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)Cl,-0.125
OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,0.398
CCOc1cc(ccc1C(=O)O)CC(=O)NC(c1ccccc1N1CCCCC1)CC(C)C,-0.0605
CCOC(=O)C(NC(C(=O)N1C2CCCCC2CC1C(=O)O)C)CCc1ccccc1,0.778
COc1cc(ccc1Cc1cn(c2c1cc(cc2)NC(=O)OC1CCCC1)C)C(=O)NS(=O)(=O)c1ccccc1C,1.0
CC(C(=O)N)NC(=O)N(N=O)CCCl,0.0
O=C1CN=C(c2c(N1)ccc(c2)Cl)c1ccccc1Cl,2.3
Clc1cc(Cl)c(c(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,5.08
O=C(C(c1ccccc1)N)NC1C(=O)N2C1SC(C2C(=O)OCOC(=O)C(C)(C)C)(C)C,0.0
OCC(c1ccccc1)C(=O)OC1CC2CCC(C1)N2C,0.613
COCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(cc1)NCCCC,0.74
Clc1cc(ccc1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.14
N#CCCN1C(=O)C(O)N=C(c2c1ccc(c2)Cl)c1ccccc1F,0.954
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,3.58
CC1NCCN(C1)c1cc2c(c(c1F)C)c(=O)c(cn2C1CC1)C(=O)O,1.18
Oc1cc(C)c2c3c1C(=O)c1c(O)cc(c4c1c3c1c3c2c(C)cc(c3C(=O)c2c1c4c(O)cc2O)O)O,1.62
CCOc1ccc(cc1)NC(=O)C,-0.0362
BrC1CCC(Br)C(Br)CCC(C(CCC1Br)Br)Br,3.25
Oc1ccc2c(c1)C13CCCCC3C(C2)N(CC1)C,1.13
SCC(C(=O)N1CCCC1C(=O)O)C,0.301
CC(N(CC#C)C)Cc1ccccc1,0.114
CC(C1C(=O)N2C1C(C)C(=C2C(=O)O)SC1CCC(N1)C(=O)N(C)C)O,0.0
O=C(c1ccccc1)NCCC(=O)O,-0.229
Cn1c(=O)n(C)c2c(c1=O)[nH]cn2,0.857
CCC1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OC(=O)N1CCC(CC1)N1CCCCC1,0.954
CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)O)cc(cc2C)c1nc2c(n1C)cccc2,1.3
NCC1CN(CC1=NOC)c1nc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,0.845
FCCn1cc(C(=O)O)c(=O)c2c1c(F)c(N1CCN(CC1)C)c(c2)F,0.934
SC(C(C(=O)O)S)C(=O)O,1.68
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,0.301
CCC1(OCCc2c1[nH]c1c2cccc1CC)CC(=O)O,0.863
CCCc1cc(=O)[nH]c(=S)[nH]1,0.114
OCC(=O)C12OC(OC1CC1C2(C)CC(O)C2(C1CCC1=CC(=O)C=CC21C)F)(C)C,0.38
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.845
CN(CCCN1c2ccccc2CCc2c1cc(Cl)cc2)C,1.41
O=C1NC(=O)C(S1)Cc1ccc(cc1)OCC1(C)CCc2c(O1)c(C)c(c(c2C)O)C,1.4
OC(=O)C(Cc1ccc(c(c1)O)O)N,0.114
CC(Nc1cccnc1N1CCN(CC1)C(=O)c1cc2c([nH]1)ccc(c2)NS(=O)(=O)C)C,0.763
OC(=O)c1ccccc1Nc1cccc(c1C)C,0.301
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,3.32
CC(COCC(N1CCCC1)CN(c1ccccc1)Cc1ccccc1)C,1.57
CN(CCC=C1c2ccccc2C=Cc2c1cccc2)C,1.26
OC(=O)CNC(=O)C(Cc1ccccc1)CN1CCC(C(C1)C)(C)c1cccc(c1)O,1.13
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,0.763
CCC1(CC)C(=O)NCC(C1=O)C,1.04
CN(Cc1cccc2c1cccc2)CC=CC#CC(C)(C)C,1.56
OC(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)c1ccccc1,-0.125
Clc1cccc(c1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,3.48
OCC1OC(=O)N(C1)c1cccc(c1)C,0.204
OCCNCCNc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1O)NCCNCCO,1.72
O=C1OC2C(C1C)(O)C13C4(C2)C(OC3=O)CC(C24C(O1)OC(=O)C2O)C(C)(C)C,0.58
CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2,0.255
COc1ccc(cc1)C(C1(O)CCCCC1)CN(C)C,0.699
OC(=O)CCSC(c1cccc(c1)C=Cc1ccc2c(n1)cc(cc2)Cl)SCCC(=O)N(C)C,0.362
CN(CCOC(c1ccccn1)(c1ccccc1)C)C,1.0
O=C1CCC2(C(=C1)C(C)CC1C2CCC2(C1CCC2(O)C(=O)C)C)C,1.32
OC1CCC2(C34C1Oc1c4c(CC2N(CC3)CC2CCC2)ccc1O)O,0.568
CC(NC(C)(C)C)CC(c1ccccc1)c1ccccc1,1.75
CN1CCOC(c2c(C1)cccc2)c1ccccc1,0.699
CC(c1cccc2c1cccc2)NCCCc1cccc(c1)C(F)(F)F,1.54
CCC1(C(=O)NCNC1=O)c1ccccc1,1.11
Clc1cc2c(c(c1Cl)Cl)oc1c2c(Cl)c(c(c1)Cl)Cl,4.94
OCCNCCn1nc2c3c1ccc(c3c(=O)c1c2cncc1)NCCN(C)C,1.65
COc1ccc(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,0.255
NC(=NCC1COC2(O1)CCCCC2)N,1.0
CCCCCNC(=O)c1coc(n1)C1C2CCC(C1Cc1ccccc1CCC(=O)O)O2,1.34
OC(c1cc(Cl)c(c(c1)Cl)N)CNC(C)(C)C,1.57
CN(c1nc(nc(n1)N(C)C)N(C)C)C,0.872
CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(cc1)C(=NO)N)C1CCCCC1,0.602
OCC1OC(C(C1O)F)n1cnc2c1nc(Cl)nc2N,0.716
CNC(Cc1ccccc1)(C)C,1.24
OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,4.68
CN(CCc1c[nH]c2c1cc(cc2)CS(=O)(=O)N1CCCC1)C,0.531
ClCCN(C(=O)Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C)CCCl,1.3
